ID,X,Y
reactions_244,"{'reactant': '[C:1]12([NH:11][C:12]3[C:21]4[C:16](=[CH:17][CH:18]=[C:19]([N+:22]([O-:24])=[O:23])[CH:20]=4)[N:15]=[C:14](Cl)[N:13]=3)[CH2:10][CH:5]3[CH2:6][CH:7]([CH2:9][CH:3]([CH2:4]3)[CH2:2]1)[CH2:8]2.[CH2:26]([NH2:29])[CH:27]=[CH2:28]', 'catalyst': 'O', 'product': '[C:1]12([NH:11][C:12]3[C:21]4[C:16](=[CH:17][CH:18]=[C:19]([N+:22]([O-:24])=[O:23])[CH:20]=4)[N:15]=[C:14]([NH:29][CH2:26][CH:27]=[CH2:28])[N:13]=3)[CH2:10][CH:5]3[CH2:6][CH:7]([CH2:9][CH:3]([CH2:4]3)[CH2:2]1)[CH2:8]2'}",88.7%
reactions_245,"{'reactant': '[CH2:1]([NH:4][C:5]1[C:14]2[C:9](=[CH:10][CH:11]=[C:12]([N+:15]([O-:17])=[O:16])[CH:13]=2)[N:8]=[C:7](Cl)[N:6]=1)[CH:2]=[CH2:3].Cl.[N:20]1([C:26]([CH2:28][CH2:29][NH2:30])=[O:27])[CH2:25][CH2:24][CH2:23][CH2:22][CH2:21]1.C(N(CC)CC)C.O', 'catalyst': 'C(#N)C', 'product': '[CH2:1]([NH:4][C:5]1[C:14]2[C:9](=[CH:10][CH:11]=[C:12]([N+:15]([O-:17])=[O:16])[CH:13]=2)[N:8]=[C:7]([NH:30][CH2:29][CH2:28][C:26]([N:20]2[CH2:25][CH2:24][CH2:23][CH2:22][CH2:21]2)=[O:27])[N:6]=1)[CH:2]=[CH2:3]'}",87.7%
reactions_246,"{'reactant': '[CH2:1]([NH:4][C:5]1[C:14]2[C:9](=[CH:10][CH:11]=[C:12]([N+:15]([O-:17])=[O:16])[CH:13]=2)[N:8]=[C:7](Cl)[N:6]=1)[CH:2]=[CH2:3].Cl.[N:20]1[CH:25]=[CH:24][CH:23]=[CH:22][C:21]=1[CH2:26][NH2:27].C(N(CC)CC)C.O', 'catalyst': 'C(#N)C', 'product': '[CH2:1]([NH:4][C:5]1[C:14]2[C:9](=[CH:10][CH:11]=[C:12]([N+:15]([O-:17])=[O:16])[CH:13]=2)[N:8]=[C:7]([NH:27][CH2:26][C:21]2[CH:22]=[CH:23][CH:24]=[CH:25][N:20]=2)[N:6]=1)[CH:2]=[CH2:3]'}",93.9%
reactions_247,"{'reactant': '[N+:1]([C:4]1[CH:5]=[C:6]2[C:11](=[CH:12][CH:13]=1)[NH:10][C:9](=O)[NH:8][C:7]2=O)([O-:3])=[O:2].P(Cl)(Cl)(Cl)=O.C(N(C(C)C)C=O)(C)C.Cl.[F:31][C:32]([F:36])([F:35])[CH2:33][NH2:34].C(N(CC)CC)C.[CH2:44]([NH2:47])[CH:45]=[CH2:46]', 'catalyst': 'O', 'product': '[CH2:44]([NH:47][C:9]1[N:8]=[C:7]([NH:34][CH2:33][C:32]([F:36])([F:35])[F:31])[C:6]2[C:11](=[CH:12][CH:13]=[C:4]([N+:1]([O-:3])=[O:2])[CH:5]=2)[N:10]=1)[CH:45]=[CH2:46]'}",12.6%
reactions_248,"{'reactant': '[CH2:1]([NH:4][C:5]1[C:14]2[C:9](=[CH:10][CH:11]=[C:12]([N+:15]([O-:17])=[O:16])[CH:13]=2)[N:8]=[C:7](Cl)[N:6]=1)[CH:2]=[CH2:3].[F:19][C:20]([F:24])([F:23])[CH2:21][NH2:22].C(N(CC)CC)C', 'catalyst': '', 'product': '[CH2:1]([NH:4][C:5]1[C:14]2[C:9](=[CH:10][CH:11]=[C:12]([N+:15]([O-:17])=[O:16])[CH:13]=2)[N:8]=[C:7]([NH:22][CH2:21][C:20]([F:24])([F:23])[F:19])[N:6]=1)[CH:2]=[CH2:3]'}",30.8%
reactions_249,"{'reactant': '[CH2:1]([NH:4][C:5]1[C:14]2[C:9](=[CH:10][CH:11]=[C:12]([N+:15]([O-:17])=[O:16])[CH:13]=2)[N:8]=[C:7]([NH:18][CH2:19][CH2:20]O)[N:6]=1)[CH:2]=[CH2:3].S(Cl)([Cl:24])=O', 'catalyst': 'ClCCl', 'product': '[CH2:1]([NH:4][C:5]1[C:14]2[C:9](=[CH:10][CH:11]=[C:12]([N+:15]([O-:17])=[O:16])[CH:13]=2)[N:8]=[C:7]([NH:18][CH2:19][CH2:20][Cl:24])[N:6]=1)[CH:2]=[CH2:3]'}",46.8%
reactions_250,"{'reactant': '[N+:1]([C:4]1[CH:5]=[C:6]2[C:11](=[CH:12][CH:13]=1)[NH:10][C:9](=O)[NH:8][C:7]2=O)([O-:3])=[O:2].[CH2:16]([NH2:20])[CH2:17][CH2:18][CH3:19]', 'catalyst': 'O', 'product': '[CH2:16]([NH:20][C:9]1[N:8]=[C:7]([NH:1][CH2:4][CH:5]=[C:6]([CH3:11])[CH3:7])[C:6]2[C:11](=[CH:12][CH:13]=[C:4]([N+:1]([O-:3])=[O:2])[CH:5]=2)[N:10]=1)[CH2:17][CH2:18][CH3:19]'}",11.9%
reactions_251,"{'reactant': '[N+:1]([C:4]1[CH:5]=[C:6]2[C:11](=[CH:12][CH:13]=1)[NH:10][C:9](=O)[NH:8][C:7]2=O)([O-:3])=[O:2].[CH2:16]([NH2:19])[CH:17]=[CH2:18]', 'catalyst': 'O', 'product': '[CH2:16]([NH:19][C:9]1[N:8]=[C:7]([NH:1][CH:4]([CH3:5])[CH:13]=[CH2:12])[C:6]2[C:11](=[CH:12][CH:13]=[C:4]([N+:1]([O-:3])=[O:2])[CH:5]=2)[N:10]=1)[CH:17]=[CH2:18]'}",18.7%
reactions_252,"{'reactant': '[NH2:1][C:2]1[C:6]([CH3:7])=[CH:5][S:4][C:3]=1[C:8]([O:10]C)=O.[NH2:12][C:13](N)=[O:14]', 'catalyst': 'CN(C=O)C', 'product': '[CH3:7][C:6]1[C:2]2[NH:1][C:13](=[O:14])[NH:12][C:8](=[O:10])[C:3]=2[S:4][CH:5]=1'}",93.7%
reactions_253,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:13]([NH2:16])[CH:14]=[CH2:15]', 'catalyst': 'CN(C=O)C', 'product': '[CH2:13]([NH:16][C:4]1[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=[C:2]([Cl:1])[N:3]=1)[CH:14]=[CH2:15]'}",76.2%
reactions_254,"{'reactant': '[CH2:1]([NH2:4])[CH:2]=[CH2:3].[CH2:5]([NH:8][C:9]1[C:10]2[S:18][CH:17]=[C:16]([CH3:19])[C:11]=2[N:12]=[C:13](Cl)[N:14]=1)[CH:6]=[CH2:7]', 'catalyst': 'O', 'product': '[CH2:1]([NH:4][C:13]1[N:14]=[C:9]([NH:8][CH2:5][CH:6]=[CH2:7])[C:10]2[S:18][CH:17]=[C:16]([CH3:19])[C:11]=2[N:12]=1)[CH:2]=[CH2:3]'}",85.7%
reactions_255,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:13]([NH2:18])[C:14]([CH3:17])([CH3:16])[CH3:15].O', 'catalyst': 'CN(C=O)C', 'product': '[Cl:1][C:2]1[N:3]=[C:4]([NH:18][CH2:13][C:14]([CH3:17])([CH3:16])[CH3:15])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1'}",96.1%
reactions_256,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[C:13]([NH2:17])([CH3:16])([CH3:15])[CH3:14].O', 'catalyst': 'CN(C=O)C', 'product': '[C:13]([NH:17][C:4]1[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=[C:2]([Cl:1])[N:3]=1)([CH3:16])([CH3:15])[CH3:14]'}",93.4%
reactions_257,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:13]([NH2:20])[C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1.O', 'catalyst': 'CN(C=O)C', 'product': '[CH2:13]([NH:20][C:4]1[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=[C:2]([Cl:1])[N:3]=1)[C:14]1[CH:19]=[CH:18][CH:17]=[CH:16][CH:15]=1'}",94.5%
reactions_258,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH:13]1([NH2:19])[CH2:18][CH2:17][CH2:16][CH2:15][CH2:14]1.O', 'catalyst': 'CN(C=O)C', 'product': '[Cl:1][C:2]1[N:3]=[C:4]([NH:19][CH:13]2[CH2:18][CH2:17][CH2:16][CH2:15][CH2:14]2)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1'}",98.2%
reactions_259,"{'reactant': '[CH2:1]([NH2:4])[CH:2]=[CH2:3].Cl[C:6]1[N:7]=[C:8]([NH:16][CH2:17][C:18]([CH3:21])([CH3:20])[CH3:19])[C:9]2[S:14][CH:13]=[C:12]([CH3:15])[C:10]=2[N:11]=1', 'catalyst': 'O', 'product': '[CH2:1]([NH:4][C:6]1[N:7]=[C:8]([NH:16][CH2:17][C:18]([CH3:21])([CH3:20])[CH3:19])[C:9]2[S:14][CH:13]=[C:12]([CH3:15])[C:10]=2[N:11]=1)[CH:2]=[CH2:3]'}",61.3%
reactions_260,"{'reactant': '[CH2:1]([NH2:4])[CH:2]=[CH2:3].[C:5]([NH:9][C:10]1[C:11]2[S:19][CH:18]=[C:17]([CH3:20])[C:12]=2[N:13]=[C:14](Cl)[N:15]=1)([CH3:8])([CH3:7])[CH3:6]', 'catalyst': 'O', 'product': '[CH2:1]([NH:4][C:14]1[N:15]=[C:10]([NH:9][C:5]([CH3:8])([CH3:7])[CH3:6])[C:11]2[S:19][CH:18]=[C:17]([CH3:20])[C:12]=2[N:13]=1)[CH:2]=[CH2:3]'}",91.5%
reactions_261,"{'reactant': '[CH2:1]([NH2:4])[CH:2]=[CH2:3].[CH2:5]([NH:12][C:13]1[C:14]2[S:22][CH:21]=[C:20]([CH3:23])[C:15]=2[N:16]=[C:17](Cl)[N:18]=1)[C:6]1[CH:11]=[CH:10][CH:9]=[CH:8][CH:7]=1', 'catalyst': 'O', 'product': '[CH2:1]([NH:4][C:17]1[N:18]=[C:13]([NH:12][CH2:5][C:6]2[CH:11]=[CH:10][CH:9]=[CH:8][CH:7]=2)[C:14]2[S:22][CH:21]=[C:20]([CH3:23])[C:15]=2[N:16]=1)[CH:2]=[CH2:3]'}",81.3%
reactions_262,"{'reactant': '[CH2:1]([NH2:4])[CH:2]=[CH2:3].[Cl:5][C:6]1[N:7]=[C:8]([NH:16][CH:17]2[CH2:22][CH2:21][CH2:20][CH2:19][CH2:18]2)[C:9]2[S:14][CH:13]=[C:12]([CH3:15])[C:10]=2[N:11]=1', 'catalyst': 'O', 'product': '[ClH:5].[CH2:1]([NH:4][C:6]1[N:7]=[C:8]([NH:16][CH:17]2[CH2:18][CH2:19][CH2:20][CH2:21][CH2:22]2)[C:9]2[S:14][CH:13]=[C:12]([CH3:15])[C:10]=2[N:11]=1)[CH:2]=[CH2:3]'}",66.7%
reactions_263,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:13]([NH:16][CH2:17][CH:18]=[CH2:19])[CH:14]=[CH2:15]', 'catalyst': 'CN(C=O)C', 'product': '[CH2:13]([N:16]([CH2:17][CH:18]=[CH2:19])[C:4]1[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=[C:2]([Cl:1])[N:3]=1)[CH:14]=[CH2:15]'}",61.1%
reactions_264,"{'reactant': '[CH2:1]([N:4]([CH2:16][CH:17]=[CH2:18])[C:5]1[C:6]2[S:14][CH:13]=[C:12]([CH3:15])[C:7]=2[N:8]=[C:9]([Cl:11])[N:10]=1)[CH:2]=[CH2:3].[CH2:19]([NH2:22])[CH:20]=[CH2:21].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[ClH:11].[CH2:19]([NH:22][C:9]1[N:10]=[C:5]([N:4]([CH2:16][CH:17]=[CH2:18])[CH2:1][CH:2]=[CH2:3])[C:6]2[S:14][CH:13]=[C:12]([CH3:15])[C:7]=2[N:8]=1)[CH:20]=[CH2:21]'}",77.0%
reactions_265,"{'reactant': '[CH2:1]([NH:4][C:5]1[C:6]2[S:14][CH:13]=[C:12]([CH3:15])[C:7]=2[N:8]=[C:9]([Cl:11])[N:10]=1)[CH:2]=[CH2:3].[CH2:16]([NH:19][CH2:20][CH:21]=[CH2:22])[CH:17]=[CH2:18].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[ClH:11].[CH2:1]([NH:4][C:5]1[C:6]2[S:14][CH:13]=[C:12]([CH3:15])[C:7]=2[N:8]=[C:9]([N:19]([CH2:20][CH:21]=[CH2:22])[CH2:16][CH:17]=[CH2:18])[N:10]=1)[CH:2]=[CH2:3]'}",53.7%
reactions_266,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[NH2:13][CH:14]([CH2:17][OH:18])[CH2:15][OH:16]', 'catalyst': 'CN(C=O)C', 'product': '[Cl:1][C:2]1[N:3]=[C:4]([NH:13][CH:14]([CH2:17][OH:18])[CH2:15][OH:16])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1'}",72.3%
reactions_267,"{'reactant': 'Cl[C:2]1[N:3]=[C:4]([NH:12][CH:13]([CH2:16][OH:17])[CH2:14][OH:15])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:18]([NH2:21])[CH:19]=[CH2:20].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[CH2:18]([NH:21][C:2]1[N:3]=[C:4]([NH:12][CH:13]([CH2:16][OH:17])[CH2:14][OH:15])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1)[CH:19]=[CH2:20]'}",83.2%
reactions_268,"{'reactant': 'Cl[C:2]1[N:3]=[C:4]([NH:12][CH:13]2[CH2:18][CH2:17][CH2:16][CH2:15][CH2:14]2)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:19]([NH:22][CH2:23][CH:24]=[CH2:25])[CH:20]=[CH2:21].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[CH2:19]([N:22]([CH2:23][CH:24]=[CH2:25])[C:2]1[N:3]=[C:4]([NH:12][CH:13]2[CH2:18][CH2:17][CH2:16][CH2:15][CH2:14]2)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1)[CH:20]=[CH2:21]'}",72.7%
reactions_269,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH3:13][CH:14]1[CH2:19][CH2:18][NH:17][CH2:16][CH2:15]1', 'catalyst': 'CN(C=O)C', 'product': '[Cl:1][C:2]1[N:3]=[C:4]([N:17]2[CH2:18][CH2:19][CH:14]([CH3:13])[CH2:15][CH2:16]2)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1'}",93.3%
reactions_270,"{'reactant': 'Cl[C:2]1[N:3]=[C:4]([N:12]2[CH2:17][CH2:16][CH:15]([CH3:18])[CH2:14][CH2:13]2)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:19]([NH:22]CC=C)[CH:20]=[CH2:21].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[CH2:19]([NH:22][C:2]1[N:3]=[C:4]([N:12]2[CH2:17][CH2:16][CH:15]([CH3:18])[CH2:14][CH2:13]2)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1)[CH:20]=[CH2:21]'}",43.9%
reactions_271,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:13]([NH2:15])[CH3:14]', 'catalyst': 'CN(C=O)C', 'product': '[Cl:1][C:2]1[N:3]=[C:4]([NH:15][CH2:13][CH3:14])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1'}",72.0%
reactions_272,"{'reactant': 'Cl[C:2]1[N:3]=[C:4]([NH:12][CH2:13][CH3:14])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:15]([NH2:18])[CH:16]=[CH2:17].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[CH2:15]([NH:18][C:2]1[N:3]=[C:4]([NH:12][CH2:13][CH3:14])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1)[CH:16]=[CH2:17]'}",64.3%
reactions_273,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH:13]([NH2:16])([CH3:15])[CH3:14]', 'catalyst': 'CN(C=O)C', 'product': '[Cl:1][C:2]1[N:3]=[C:4]([NH:16][CH:13]([CH3:15])[CH3:14])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1'}",82.4%
reactions_274,"{'reactant': 'Cl[C:2]1[N:3]=[C:4]([NH:12][CH:13]([CH3:15])[CH3:14])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:16]([NH2:19])[CH:17]=[CH2:18].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[CH2:16]([NH:19][C:2]1[N:3]=[C:4]([NH:12][CH:13]([CH3:15])[CH3:14])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1)[CH:17]=[CH2:18]'}",77.7%
reactions_275,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH:13]1([NH2:16])[CH2:15][CH2:14]1', 'catalyst': 'CN(C=O)C', 'product': '[Cl:1][C:2]1[N:3]=[C:4]([NH:16][CH:13]2[CH2:15][CH2:14]2)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1'}",95.4%
reactions_276,"{'reactant': 'Cl[C:2]1[N:3]=[C:4]([NH:12][CH:13]2[CH2:15][CH2:14]2)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:16]([NH2:19])[CH:17]=[CH2:18].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[CH2:16]([NH:19][C:2]1[N:3]=[C:4]([NH:12][CH:13]2[CH2:15][CH2:14]2)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1)[CH:17]=[CH2:18]'}",84.9%
reactions_277,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[C:13]12([NH2:23])[CH2:22][CH:17]3[CH2:18][CH:19]([CH2:21][CH:15]([CH2:16]3)[CH2:14]1)[CH2:20]2', 'catalyst': 'CN(C=O)C', 'product': '[C:13]12([NH:23][C:4]3[C:5]4[S:10][CH:9]=[C:8]([CH3:11])[C:6]=4[N:7]=[C:2]([Cl:1])[N:3]=3)[CH2:20][CH:19]3[CH2:18][CH:17]([CH2:16][CH:15]([CH2:21]3)[CH2:14]1)[CH2:22]2'}",100%
reactions_278,"{'reactant': '[C:1]12([NH:11][C:12]3[C:13]4[S:21][CH:20]=[C:19]([CH3:22])[C:14]=4[N:15]=[C:16](Cl)[N:17]=3)[CH2:10][CH:5]3[CH2:6][CH:7]([CH2:9][CH:3]([CH2:4]3)[CH2:2]1)[CH2:8]2.[CH2:23]([NH2:26])[CH:24]=[CH2:25].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[C:1]12([NH:11][C:12]3[C:13]4[S:21][CH:20]=[C:19]([CH3:22])[C:14]=4[N:15]=[C:16]([NH:26][CH2:23][CH:24]=[CH2:25])[N:17]=3)[CH2:10][CH:5]3[CH2:6][CH:7]([CH2:9][CH:3]([CH2:4]3)[CH2:2]1)[CH2:8]2'}",68.7%
reactions_279,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:13]([NH2:22])[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH3:21]', 'catalyst': 'CN(C=O)C', 'product': '[Cl:1][C:2]1[N:3]=[C:4]([NH:22][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][CH2:20][CH3:21])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1'}",100%
reactions_280,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:13]([NH2:17])[CH2:14][CH2:15][CH3:16]', 'catalyst': 'CN(C=O)C', 'product': '[CH2:13]([NH:17][C:4]1[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=[C:2]([Cl:1])[N:3]=1)[CH2:14][CH2:15][CH3:16]'}",85.4%
reactions_281,"{'reactant': '[CH2:1]([NH:5][C:6]1[C:7]2[S:15][CH:14]=[C:13]([CH3:16])[C:8]=2[N:9]=[C:10](Cl)[N:11]=1)[CH2:2][CH2:3][CH3:4].[CH2:17]([NH2:20])[CH:18]=[CH2:19].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[CH2:17]([NH:20][C:10]1[N:11]=[C:6]([NH:5][CH2:1][CH2:2][CH2:3][CH3:4])[C:7]2[S:15][CH:14]=[C:13]([CH3:16])[C:8]=2[N:9]=1)[CH:18]=[CH2:19]'}",73.8%
reactions_282,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:13]([NH2:18])[CH2:14][CH2:15][CH2:16][CH3:17]', 'catalyst': 'CN(C=O)C', 'product': '[Cl:1][C:2]1[N:3]=[C:4]([NH:18][CH2:13][CH2:14][CH2:15][CH2:16][CH3:17])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1'}",91.4%
reactions_283,"{'reactant': 'Cl[C:2]1[N:3]=[C:4]([NH:12][CH2:13][CH2:14][CH2:15][CH2:16][CH3:17])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:18]([NH2:21])[CH:19]=[CH2:20].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[CH2:18]([NH:21][C:2]1[N:3]=[C:4]([NH:12][CH2:13][CH2:14][CH2:15][CH2:16][CH3:17])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1)[CH:19]=[CH2:20]'}",52.9%
reactions_284,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:13]([NH2:20])[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH3:19]', 'catalyst': 'CN(C=O)C', 'product': '[Cl:1][C:2]1[N:3]=[C:4]([NH:20][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH3:19])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1'}",100%
reactions_285,"{'reactant': 'Cl[C:2]1[N:3]=[C:4]([NH:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH3:19])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:20]([NH2:23])[CH:21]=[CH2:22].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[CH2:20]([NH:23][C:2]1[N:3]=[C:4]([NH:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH3:19])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1)[CH:21]=[CH2:22]'}",68.3%
reactions_286,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH3:13][CH:14]([NH2:17])[CH2:15][CH3:16]', 'catalyst': 'CN(C=O)C', 'product': '[Cl:1][C:2]1[N:3]=[C:4]([NH:17][CH:14]([CH3:13])[CH2:15][CH3:16])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1'}",82.7%
reactions_287,"{'reactant': 'Cl[C:2]1[N:3]=[C:4]([NH:12][CH:13]([CH3:16])[CH2:14][CH3:15])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[CH2:17]([NH2:20])[CH:18]=[CH2:19].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[CH2:17]([NH:20][C:2]1[N:3]=[C:4]([NH:12][CH:13]([CH3:16])[CH2:14][CH3:15])[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1)[CH:18]=[CH2:19]'}",80.1%
reactions_288,"{'reactant': '[CH2:1]([NH:4][C:5]1[C:6]2[S:14][CH:13]=[C:12]([CH3:15])[C:7]=2[N:8]=[C:9](Cl)[N:10]=1)[CH:2]=[CH2:3].[CH3:16][O:17][CH2:18][CH2:19][NH2:20].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[CH2:1]([NH:4][C:5]1[C:6]2[S:14][CH:13]=[C:12]([CH3:15])[C:7]=2[N:8]=[C:9]([NH:20][CH2:19][CH2:18][O:17][CH3:16])[N:10]=1)[CH:2]=[CH2:3]'}",82.3%
reactions_289,"{'reactant': '[CH2:1]([NH:4][C:5]1[C:6]2[S:14][CH:13]=[C:12]([CH3:15])[C:7]=2[N:8]=[C:9](Cl)[N:10]=1)[CH:2]=[CH2:3].[CH2:16]([NH2:19])[CH2:17][CH3:18].C(=O)([O-])O.[Na+]', 'catalyst': '', 'product': '[CH2:1]([NH:4][C:5]1[C:6]2[S:14][CH:13]=[C:12]([CH3:15])[C:7]=2[N:8]=[C:9]([NH:19][CH2:16][CH2:17][CH3:18])[N:10]=1)[CH:2]=[CH2:3]'}",60.0%
reactions_290,"{'reactant': '[Cl:1][C:2]1[N:3]=[C:4](Cl)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1.[NH2:13][N:14]1[CH2:19][CH2:18][CH2:17][CH2:16][CH2:15]1', 'catalyst': 'CN(C)C=O', 'product': '[Cl:1][C:2]1[N:3]=[C:4]([NH:13][N:14]2[CH2:19][CH2:18][CH2:17][CH2:16][CH2:15]2)[C:5]2[S:10][CH:9]=[C:8]([CH3:11])[C:6]=2[N:7]=1'}",59.4%
